"13gc -- Kiinnioton, pidätyksen, vangitsemisen ja ulkomaalaisen säilöönoton kesto poliisilaitoksittain, 2004-2022"

"Vuosi","Pakkokeino","Viranomainen","Päärikos tai muu asia","Kesto alle 1 vrk","Kesto 1-1,9 vrk","Kesto 2-2,9 vrk","Kesto 3-3,9 vrk","Kesto 4-4,9 vrk","Kesto 5-5,9 vrk","Kesto 6-6,9 vrk","Kesto 1-1,9 viikkoa","Kesto 2-2,9 viikkoa","Kesto 3 viikkoa","Kesto 1-1,9 kk","Kesto 2-2,9 kk","Kesto 3 kk ja yli","Kesto ei tietoa","Kiinniotto vrk:t","Pidätys vrk:t","Vankeus vrk:t","Ulkomaalaisen säilössäpito vrk:t"
"2021","YHTEENSÄ","Viranomaiset yhteensä","Rikokset, rikkomukset ja viranomaisten tehtävät yhteensä",21155,3670,2122,1206,475,205,332,465,173,67,113,32,35,136,36602,14120,8169,7896
"2021","YHTEENSÄ","Viranomaiset yhteensä","RIKOKSET JA RIKKOMUKSET YHTEENSÄ",20083,3093,1699,836,227,161,293,280,98,18,6,2,10,103,23567,14020,8144,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1 RIKOSLAKIRIKOKSET",20082,3093,1699,836,227,161,293,280,98,18,6,2,10,103,23567,14019,8144,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11 Omaisuusrikokset",6531,1276,689,330,89,73,113,90,37,0,0,0,1,17,7717,5276,2389,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11011 Varkaus 28:1",3457,382,156,29,7,5,7,11,3,0,0,0,0,0,2681,1291,197,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11012 Törkeä varkaus 28:2",405,184,132,69,18,9,22,15,5,0,0,0,0,9,995,806,470,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11013 Näpistys 28:3",25,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1102 Kätkemisrikos, tuottamuksellinen kätkemisrikos,kätkemisrikkomus, rahanpesu 32:1,4,5,6,9,10",94,22,9,8,1,1,5,0,0,0,0,0,0,0,119,84,51,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1103 Törkeä kätkemisrikos, törkeä rahanpesu 32:2,7,8",29,13,11,9,5,0,3,2,4,0,0,0,0,0,143,65,66,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1104 Ammattimainen kätkemisrikos 32:3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1105 Luvaton käyttö, lievä luvaton käyttö 28:7,9",30,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1106 Törkeä luvaton käyttö 28:8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1107 Moottorikulkuneuvon käyttövarkaus,  lievä moottorikulkuneuvon käyttövarkaus 28:9a,9c",565,77,11,3,1,1,0,0,1,0,0,0,1,0,441,516,16,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1108 Törkeä moottorikulkuneuvon käyttövarkaus 28:9b",6,6,3,0,0,0,0,0,1,0,0,0,0,0,11,19,1,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11091 Ryöstö 31:1",495,131,49,23,7,4,2,5,1,0,0,0,0,0,557,421,114,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11092 Törkeä ryöstö, törkeän ryöstön valmistelu 31:2, 2a",214,156,139,94,28,23,33,32,12,0,0,0,0,2,939,833,732,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1110 Kiristys, törkeä kiristys 31:3,4",18,13,9,5,0,1,1,5,1,0,0,0,0,0,65,60,62,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11111 Vahingonteko, lievä vahingonteko 35:1,3",629,6,2,1,0,0,0,0,0,0,0,0,0,0,341,21,3,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","11112 Törkeä vahingonteko 35:2",36,17,11,1,0,0,0,1,0,0,0,0,0,0,52,60,11,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1112 Kavallus, lievä kavallus 28:4,6",16,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1113 Törkeä kavallus 28:5",16,3,2,0,0,0,0,0,0,0,0,0,0,1,21,10,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1114 Datavahingonteko, lievä datavahingonteko 35:3a, 35:3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1115 Törkeä datavahingonteko 35:3b,34a:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1116 Petos, lievä petos 36:1,3",207,64,42,15,4,4,0,0,4,0,0,0,0,0,274,254,45,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1117 Törkeä petos 36:2",142,110,66,54,10,18,27,7,3,0,0,0,0,2,628,498,382,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1118 Maksuvälinepetos, lievä maksuvälinepetos, maksuvälinepetoksen valmistelu 37:8,10,11",18,2,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1119 Törkeä maksuvälinepetos 37:9",24,22,16,4,3,4,8,8,0,0,0,0,0,0,159,99,128,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1120 Maksuvälinerikos, lievä maksuvälinerikos 37:12, 14",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1121 Törkeä maksuvälinerikos 37:13",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1122 Veropetos,lievä veropetos 29:1,3",12,5,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1123 Törkeä veropetos 29:2",20,32,22,9,4,3,3,2,1,0,0,0,0,3,111,122,82,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1124 Verorikkomus 29:4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1125 Kirjanpitorikos, törkeä kirjanpitorikos, tuottamuksellinen kirjanpitorikos 30:9,9a,10",4,4,0,0,0,0,0,0,1,0,0,0,0,0,6,4,1,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1126 Muut elinkeinorikokset 30:1-8",3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1127 Väärennys, lievä väärennys, väärennysaineiston hallussapito 33:1,3,4",28,3,2,1,1,0,1,1,0,0,0,0,0,0,29,28,6,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1128 Törkeä väärennys 33:2",2,0,0,4,0,0,0,1,0,0,0,0,0,0,13,7,13,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1130 Velallisen epärehellisyys, velallisen epärehellisyys, velallisen petos, törkeä velallisen petos 39:1-3",6,7,6,1,0,0,0,0,0,0,0,0,0,0,15,25,3,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1131 Velallisen vilpillisyys, velallisrikkomus, velkojan suosinta 39:4,5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1132 Salakuljetus,lievä salakulj. 46:4-5",9,3,1,0,0,0,1,0,0,0,0,0,0,0,11,8,6,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1133 Muut omaisuusrikokset 28:10-12a;29:4a,4b,4c,5-8;33:5;36:4-7;37:1-7;46:1-3,6,6a, 7-12",18,7,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12 Henkeen ja terveyteen kohdistuneet rikokset",4373,694,466,214,53,24,67,55,27,0,1,1,3,15,5845,3815,1772,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12011 Tappo 21:1§1,34a:1§1/8",37,29,35,12,3,0,8,9,2,0,0,1,0,0,140,235,147,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12012 Murha 21:2§1,34a:1§2",18,14,14,25,2,1,6,3,1,0,0,0,0,1,128,109,133,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12013 Surma 21:3§1,34a:1§1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12012 Tapon, murhan tai surman yritys yhteensä 21:1-3,34a:1",231,181,217,101,33,14,30,30,16,0,1,0,2,5,1066,1491,1096,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1203 Lapsensurma 21:4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12041 Pahoinpitely 21:5",3219,172,47,11,1,0,3,2,3,0,0,0,1,1,2051,870,48,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12042 Törkeä pahoinpitely 21:6,34a:1§1/6",800,288,143,63,13,7,18,6,5,0,0,0,0,5,1398,1056,284,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","12043 Lievä pahoinpitely 21:7",5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1205 Törkeän henkeen tai terveyteen kohdistuvan rikoksen valmistelu 21:6a",17,4,8,2,1,1,2,5,0,0,0,0,0,3,1015,30,59,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1206 Kuolemantuottamus, törkeä kuolemantuottamus 21:8-9",6,2,2,0,0,1,0,0,0,0,0,0,0,0,9,10,5,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1207 Vammantuottamus, törkeä vammantuottamus 21:10-11",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1208 Muut henkeen ja terveyteen kohdistuneet rikokset 21:12-15; 22:1-6;34a",34,4,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","13 Seksuaalirikokset",312,117,81,40,12,3,16,12,9,0,0,0,0,6,1214,476,291,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1301 Lapsen seksuaalinen hyväksikäyttö, törkeä lapsen seksuaalinen hyväksikäyttö, törkeä lapsenraiskaus 20:6-7, 7b",82,38,40,22,9,2,9,8,4,0,0,0,0,4,907,211,177,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1302 Raiskaus, törkeä raiskaus, raiskaus (3 mom) 20:1-2",208,73,35,16,3,0,4,4,4,0,0,0,0,1,257,232,90,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1303 Muut seksuaalirikokset 20:4-5,5a, 8-9",22,6,6,2,0,1,3,0,1,0,0,0,0,1,49,31,24,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","14 Rikokset oikeudenkäyttöä, viranomaisia ja yleistä järjestystä vastaan",542,65,29,11,3,0,0,2,2,0,0,0,0,1,429,234,36,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1401 Virkamiehen (väkivaltainen) vastustaminen 16:1-2",242,19,5,2,1,0,0,0,1,0,0,0,0,1,164,51,8,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1402 Haitanteko virkamiehelle 16:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1403 Perätön lausuma tuomioistuimessa 15:1, 3-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1404 Perätön lausuma viranomaismenettelyssä 15:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1405 Väärän henkilötiedon antaminen 16:5",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1406 Muut rikokset oikeudenkäyttöä, viranomaisia ja yleistä järjestystä vastaan 15:5-11,16:4,6-17,17:1-22,34a",298,44,24,9,2,0,0,2,1,0,0,0,0,0,264,180,28,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","15 Liikennerikokset",3753,56,19,7,1,0,1,1,1,0,0,0,0,0,1779,220,41,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1501 Liikenneturvallisuuden vaarantaminen, liikennepako tieliikenteessä 23:1,11",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1502 Törkeä liikenneturvallisuuden vaarantaminen 23:2",403,29,10,5,1,0,1,1,1,0,0,0,0,0,287,107,38,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","15031 Rattijuopumus 23:3",380,2,0,0,0,0,0,0,0,0,0,0,0,0,89,6,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","15032 Törkeä rattijuopumus 23:4",2933,25,9,2,0,0,0,0,0,0,0,0,0,0,1389,107,3,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1504 Vesi-, ilma- tai junaliikennejuopumus 23:5-7",20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1505 Kulkuneuvon luovuttaminen juopuneelle 23:8",9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1506 Liikennejuopumus moottorittomalla ajoneuvolla 23:9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1507 Kulkuneuvon kuljettaminen oikeudetta 23:10",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16 Muut rikoslakirikokset",4571,885,415,234,69,61,96,120,22,18,5,1,6,64,6580,3995,3615,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1601 Yksityisyyden, rauhan ja kunnian loukkaaminen 24;34a",195,95,18,3,0,0,0,0,1,0,0,0,0,0,183,185,6,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1602 Tuhotyö, liikennetuhotyö, törkeä tuhotyö 34:1-3;34a",45,18,15,6,1,1,0,4,1,0,0,0,0,0,92,84,55,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1603 Tuhotyön, liikennetuhotyön, törkeän tuhotyön yritys 34:1-3;34a",27,10,5,1,0,0,0,0,1,0,0,0,0,0,33,32,1,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1604 Rikokset rikoslain 41, 44 ja 34a lukua vastaan",587,71,30,11,5,1,3,7,1,0,0,0,0,0,519,251,96,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1607 Sotilasrikokset 45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1608 Työrikokset 47",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1609 Ympäristörikokset 48, 34a",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1610 Eräiden aineettomien oikeuksien loukkaaminen 49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1611 Virkarikokset ja julkisyhteisön työntekijän rikokset 40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16121 Huumausainerikos 50:1",2566,302,48,14,2,1,1,4,1,0,0,0,0,0,1959,779,53,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16122 Törkeä huumausainerikos 50:2",327,293,249,180,50,58,88,92,16,18,5,1,6,60,3070,2296,3229,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16123 Huumausainerikoksen valmistelu 50:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16124 Huumausainerikoksen edistäminen 50:4, 4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","16125 Huumausaineen käyttörikos 50:2a",71,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1613 Rikoslain 11-14;18;23:11a;25;34:4-11;34a;38;48a;51  vastaan tehdyt rikokset",739,94,50,19,11,0,4,13,1,0,0,0,0,3,700,359,175,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1614 Alkoholirikos 50a:1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1615 Törkeä alkoholirikos 50a:2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","1616 Lievä alkoholirikos 50a:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","2 Muita lakeja ja asetuksia vastaan tehdyt rikokset",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","21 Alkoholirikkomus (1102/2017)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","22 Liikennerikkomus, tieliikenteen sosiaalilainsäädännön rikkominen, ajoneuvorikkomus TLL 103, 105a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","23 Kokoontumisrikkomus, järjestyksenvalvontarikkomus (530/1999), (1085/2015)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","24 Työturvallisuusrikkomus (738/2002)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","25 Järjestysrikkomus  (1102/2017)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","26 Rikokset muita lakeja ja asetuksia vastaan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","3 Viranomaisten tehtävät",1072,577,423,370,248,44,39,185,75,49,107,30,25,33,13034,100,25,7896
"2021","YHTEENSÄ","Viranomaiset yhteensä","308 Tutkinta liiketoimintakiellon määräämiseksi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","309 Tutkinta rikoksentekijän luovutusmenettelyssä",7,1,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","310 Lähestymiskieltoasia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","312 Virka-apu",713,367,314,297,207,6,9,30,5,0,0,0,0,3,4465,3,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","313 Päihtymyksen takia säilöönotetut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","314 Ulkomaalaisasiat",269,180,91,62,38,36,30,153,64,49,105,30,25,29,7655,0,0,7844
"2021","YHTEENSÄ","Viranomaiset yhteensä","315 Matkustuskiellon rikkominen",50,25,8,11,1,0,0,2,5,0,0,0,0,1,81,92,24,0
"2021","YHTEENSÄ","Viranomaiset yhteensä","316 Muu asia",33,4,6,0,2,2,0,0,1,0,2,0,0,0,86,4,1,52
"2021","YHTEENSÄ","Keskusrikospoliisi","Rikokset, rikkomukset ja viranomaisten tehtävät yhteensä",53,35,36,13,7,2,9,15,3,0,0,0,1,28,482,199,359,0
"2021","YHTEENSÄ","Keskusrikospoliisi","RIKOKSET JA RIKKOMUKSET YHTEENSÄ",44,34,32,13,7,2,9,15,2,0,0,0,1,28,451,199,359,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1 RIKOSLAKIRIKOKSET",44,34,32,13,7,2,9,15,2,0,0,0,1,28,451,199,359,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11 Omaisuusrikokset",2,4,3,1,0,0,1,0,0,0,0,0,0,1,9,13,9,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11011 Varkaus 28:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11012 Törkeä varkaus 28:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11013 Näpistys 28:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1102 Kätkemisrikos, tuottamuksellinen kätkemisrikos,kätkemisrikkomus, rahanpesu 32:1,4,5,6,9,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1103 Törkeä kätkemisrikos, törkeä rahanpesu 32:2,7,8",1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,6,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1104 Ammattimainen kätkemisrikos 32:3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1105 Luvaton käyttö, lievä luvaton käyttö 28:7,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1106 Törkeä luvaton käyttö 28:8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1107 Moottorikulkuneuvon käyttövarkaus,  lievä moottorikulkuneuvon käyttövarkaus 28:9a,9c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1108 Törkeä moottorikulkuneuvon käyttövarkaus 28:9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11091 Ryöstö 31:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11092 Törkeä ryöstö, törkeän ryöstön valmistelu 31:2, 2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1110 Kiristys, törkeä kiristys 31:3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11111 Vahingonteko, lievä vahingonteko 35:1,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","11112 Törkeä vahingonteko 35:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1112 Kavallus, lievä kavallus 28:4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1113 Törkeä kavallus 28:5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1114 Datavahingonteko, lievä datavahingonteko 35:3a, 35:3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1115 Törkeä datavahingonteko 35:3b,34a:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1116 Petos, lievä petos 36:1,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1117 Törkeä petos 36:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1118 Maksuvälinepetos, lievä maksuvälinepetos, maksuvälinepetoksen valmistelu 37:8,10,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1119 Törkeä maksuvälinepetos 37:9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1120 Maksuvälinerikos, lievä maksuvälinerikos 37:12, 14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1121 Törkeä maksuvälinerikos 37:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1122 Veropetos,lievä veropetos 29:1,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1123 Törkeä veropetos 29:2",1,3,2,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1124 Verorikkomus 29:4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1125 Kirjanpitorikos, törkeä kirjanpitorikos, tuottamuksellinen kirjanpitorikos 30:9,9a,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1126 Muut elinkeinorikokset 30:1-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1127 Väärennys, lievä väärennys, väärennysaineiston hallussapito 33:1,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1128 Törkeä väärennys 33:2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1130 Velallisen epärehellisyys, velallisen epärehellisyys, velallisen petos, törkeä velallisen petos 39:1-3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1131 Velallisen vilpillisyys, velallisrikkomus, velkojan suosinta 39:4,5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1132 Salakuljetus,lievä salakulj. 46:4-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","1133 Muut omaisuusrikokset 28:10-12a;29:4a,4b,4c,5-8;33:5;36:4-7;37:1-7;46:1-3,6,6a, 7-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","YHTEENSÄ","Keskusrikospoliisi","12 Henkeen ja terveyteen kohdistuneet rikokset",0,6,6,1,0,0,1,2,0,0,0,0,0,0,18,30,20,0
